RLDNR,RBUKRS,GJAHR,BELNR,DOCLN,RYEAR,POPER,BUDAT,BLDAT,BLART,RACCT,RCNTR,PRCTR,DRCRK,RWCUR,HSL,WSL,USNAM,STBLG
0L,1000,2022,0000100098,000002,2022,001,2022-01-25,2022-01-16,AF,199000,,P100002,H,EUR,-22762.77,-22762.77,USER028,
0L,1000,2022,0000100099,000001,2022,001,2022-01-28,2022-01-27,SA,600000,10000003,P100003,S,EUR,23461.6,23461.6,USER028,
0L,1000,2022,0000100099,000002,2022,001,2022-01-28,2022-01-27,SA,170000,,P100003,H,EUR,-23461.6,-23461.6,USER028,
0L,1000,2022,0000100100,000001,2022,001,2022-01-05,2022-01-04,SA,600000,10000003,P100003,S,EUR,149813.82,149813.82,USER008,
0L,1000,2022,0000100100,000002,2022,001,2022-01-05,2022-01-04,SA,170000,,P100003,H,EUR,-149813.82,-149813.82,USER008,
0L,1000,2022,0000100101,000001,2022,001,2022-01-25,2022-01-17,SA,600000,10000003,P100003,S,EUR,145092.14,145092.14,USER018,
0L,1000,2022,0000100101,000002,2022,001,2022-01-25,2022-01-17,SA,170000,,P100003,H,EUR,-145092.14,-145092.14,USER018,
0L,1000,2022,0000100102,000001,2022,001,2022-01-11,2022-01-09,SA,600000,10000003,P100003,S,EUR,48929.33,48929.33,USER003,
0L,1000,2022,0000100102,000002,2022,001,2022-01-11,2022-01-09,SA,170000,,P100003,H,EUR,-48929.33,-48929.33,USER003,
0L,1000,2022,0000100103,000001,2022,001,2022-01-19,2022-01-12,SA,600000,10000003,P100003,S,EUR,114547.66,114547.66,USER028,
0L,1000,2022,0000100103,000002,2022,001,2022-01-19,2022-01-12,SA,170000,,P100003,H,EUR,-114547.66,-114547.66,USER028,
0L,1000,2022,0000100104,000001,2022,001,2022-01-09,2022-01-07,SA,600000,10000003,P100003,S,EUR,183717.66,183717.66,USER017,
0L,1000,2022,0000100104,000002,2022,001,2022-01-09,2022-01-07,SA,170000,,P100003,H,EUR,-183717.66,-183717.66,USER017,
0L,1000,2022,0000100105,000001,2022,001,2022-01-27,2022-01-23,SA,600000,10000003,P100003,S,EUR,59482.37,59482.37,USER035,
0L,1000,2022,0000100105,000002,2022,001,2022-01-27,2022-01-23,SA,170000,,P100003,H,EUR,-59482.37,-59482.37,USER035,
0L,1000,2022,0000100106,000001,2022,001,2022-01-31,2022-01-22,SA,600000,10000003,P100003,S,EUR,65783.03,65783.03,USER011,
0L,1000,2022,0000100106,000002,2022,001,2022-01-31,2022-01-22,SA,170000,,P100003,H,EUR,-65783.03,-65783.03,USER011,
0L,1000,2022,0000100107,000001,2022,001,2022-01-10,2022-01-04,SA,600000,10000003,P100003,S,EUR,24451.19,24451.19,USER037,
0L,1000,2022,0000100107,000002,2022,001,2022-01-10,2022-01-04,SA,170000,,P100003,H,EUR,-24451.19,-24451.19,USER037,
0L,1000,2022,0000100108,000001,2022,001,2022-01-31,2022-01-27,SA,600000,10000003,P100003,S,EUR,311845.32,311845.32,USER006,
0L,1000,2022,0000100108,000002,2022,001,2022-01-31,2022-01-27,SA,170000,,P100003,H,EUR,-311845.32,-311845.32,USER006,
0L,1000,2022,0000100109,000001,2022,001,2022-01-13,2022-01-10,SA,600000,10000003,P100003,S,EUR,30173.24,30173.24,USER024,
0L,1000,2022,0000100109,000002,2022,001,2022-01-13,2022-01-10,SA,170000,,P100003,H,EUR,-30173.24,-30173.24,USER024,
0L,1000,2022,0000100110,000001,2022,001,2022-01-21,2022-01-10,SA,600000,10000003,P100003,S,EUR,46618.4,46618.4,USER013,
0L,1000,2022,0000100110,000002,2022,001,2022-01-21,2022-01-10,SA,170000,,P100003,H,EUR,-46618.4,-46618.4,USER013,
0L,1000,2022,0000100111,000001,2022,001,2022-01-20,2022-01-20,SA,610000,10000003,P100003,S,EUR,55.72,55.72,USER021,
0L,1000,2022,0000100111,000002,2022,001,2022-01-20,2022-01-20,SA,170000,,P100003,H,EUR,-55.72,-55.72,USER021,
0L,1000,2022,0000100112,000001,2022,001,2022-01-30,2022-01-28,SA,610000,10000003,P100003,S,EUR,339.13,339.13,USER028,
0L,1000,2022,0000100112,000002,2022,001,2022-01-30,2022-01-28,SA,170000,,P100003,H,EUR,-339.13,-339.13,USER028,
0L,1000,2022,0000100113,000001,2022,001,2022-01-26,2022-01-21,SA,610000,10000003,P100003,S,EUR,7570.96,7570.96,USER027,
0L,1000,2022,0000100113,000002,2022,001,2022-01-26,2022-01-21,SA,170000,,P100003,H,EUR,-7570.96,-7570.96,USER027,
0L,1000,2022,0000100114,000001,2022,001,2022-01-28,2022-01-23,SA,610000,10000003,P100003,S,EUR,455.57,455.57,USER015,
0L,1000,2022,0000100114,000002,2022,001,2022-01-28,2022-01-23,SA,170000,,P100003,H,EUR,-455.57,-455.57,USER015,
0L,1000,2022,0000100115,000001,2022,001,2022-01-28,2022-01-26,SA,610000,10000003,P100003,S,EUR,1323.43,1323.43,USER033,
0L,1000,2022,0000100115,000002,2022,001,2022-01-28,2022-01-26,SA,170000,,P100003,H,EUR,-1323.43,-1323.43,USER033,
0L,1000,2022,0000100116,000001,2022,001,2022-01-20,2022-01-20,SA,610000,10000003,P100003,S,EUR,19923.38,19923.38,USER010,
0L,1000,2022,0000100116,000002,2022,001,2022-01-20,2022-01-20,SA,170000,,P100003,H,EUR,-19923.38,-19923.38,USER010,
0L,1000,2022,0000100117,000001,2022,001,2022-01-31,2022-01-24,SA,620000,10000003,P100003,S,EUR,4413.63,4413.63,USER013,
0L,1000,2022,0000100117,000002,2022,001,2022-01-31,2022-01-24,SA,170000,,P100003,H,EUR,-4413.63,-4413.63,USER013,
0L,1000,2022,0000100118,000001,2022,001,2022-01-05,2022-01-04,SA,620000,10000003,P100003,S,EUR,29851.58,29851.58,USER037,
0L,1000,2022,0000100118,000002,2022,001,2022-01-05,2022-01-04,SA,170000,,P100003,H,EUR,-29851.58,-29851.58,USER037,
0L,1000,2022,0000100119,000001,2022,001,2022-01-11,2022-01-07,SA,620000,10000003,P100003,S,EUR,311.83,311.83,USER014,
0L,1000,2022,0000100119,000002,2022,001,2022-01-11,2022-01-07,SA,170000,,P100003,H,EUR,-311.83,-311.83,USER014,
0L,1000,2022,0000100120,000001,2022,001,2022-01-31,2022-01-23,SA,620000,10000003,P100003,S,EUR,2249.78,2249.78,USER028,
0L,1000,2022,0000100120,000002,2022,001,2022-01-31,2022-01-23,SA,170000,,P100003,H,EUR,-2249.78,-2249.78,USER028,
0L,1000,2022,0000100121,000001,2022,001,2022-01-29,2022-01-20,SA,620000,10000003,P100003,S,EUR,121186.89,121186.89,USER035,
0L,1000,2022,0000100121,000002,2022,001,2022-01-29,2022-01-20,SA,170000,,P100003,H,EUR,-121186.89,-121186.89,USER035,
0L,1000,2022,0000100122,000001,2022,001,2022-01-31,2022-01-21,SA,620000,10000003,P100003,S,EUR,21488.99,21488.99,USER007,
0L,1000,2022,0000100122,000002,2022,001,2022-01-31,2022-01-21,SA,170000,,P100003,H,EUR,-21488.99,-21488.99,USER007,
0L,1000,2022,0000100123,000001,2022,001,2022-01-18,2022-01-17,KR,720000,10000003,P100003,S,EUR,122108.37,122108.37,USER011,
0L,1000,2022,0000100123,000002,2022,001,2022-01-18,2022-01-17,KR,160000,,P100003,H,EUR,-122108.37,-122108.37,USER011,
0L,1000,2022,0000100124,000001,2022,001,2022-01-06,2022-01-04,KR,720000,10000003,P100003,S,EUR,28764.35,28764.35,USER028,
0L,1000,2022,0000100124,000002,2022,001,2022-01-06,2022-01-04,KR,160000,,P100003,H,EUR,-28764.35,-28764.35,USER028,
0L,1000,2022,0000100125,000001,2022,001,2022-01-05,2022-01-03,KR,720000,10000003,P100003,S,EUR,137788.26,137788.26,USER002,
0L,1000,2022,0000100125,000002,2022,001,2022-01-05,2022-01-03,KR,160000,,P100003,H,EUR,-137788.26,-137788.26,USER002,
0L,1000,2022,0000100126,000001,2022,001,2022-01-13,2022-01-10,KR,720000,10000003,P100003,S,EUR,6566.33,6566.33,USER019,
0L,1000,2022,0000100126,000002,2022,001,2022-01-13,2022-01-10,KR,160000,,P100003,H,EUR,-6566.33,-6566.33,USER019,
0L,1000,2022,0000100127,000001,2022,001,2022-01-24,2022-01-15,KR,720000,10000003,P100003,S,EUR,13644.47,13644.47,USER003,
0L,1000,2022,0000100127,000002,2022,001,2022-01-24,2022-01-15,KR,160000,,P100003,H,EUR,-13644.47,-13644.47,USER003,
0L,1000,2022,0000100128,000001,2022,001,2022-01-06,2021-12-27,KR,720000,10000003,P100003,S,EUR,73996.45,73996.45,USER013,
0L,1000,2022,0000100128,000002,2022,001,2022-01-06,2021-12-27,KR,160000,,P100003,H,EUR,-73996.45,-73996.45,USER013,
0L,1000,2022,0000100129,000001,2022,001,2022-01-21,2022-01-17,KR,720000,10000003,P100003,S,EUR,16502.02,16502.02,USER001,
0L,1000,2022,0000100129,000002,2022,001,2022-01-21,2022-01-17,KR,160000,,P100003,H,EUR,-16502.02,-16502.02,USER001,
0L,1000,2022,0000100130,000001,2022,001,2022-01-31,2022-01-22,KR,740000,10000003,P100003,S,EUR,26379.92,26379.92,USER012,
0L,1000,2022,0000100130,000002,2022,001,2022-01-31,2022-01-22,KR,160000,,P100003,H,EUR,-26379.92,-26379.92,USER012,
0L,1000,2022,0000100131,000001,2022,001,2022-01-12,2022-01-01,KR,740000,10000003,P100003,S,EUR,16282.31,16282.31,USER021,
0L,1000,2022,0000100131,000002,2022,001,2022-01-12,2022-01-01,KR,160000,,P100003,H,EUR,-16282.31,-16282.31,USER021,
0L,1000,2022,0000100132,000001,2022,001,2022-01-27,2022-01-23,KR,740000,10000003,P100003,S,EUR,2100.36,2100.36,USER008,
0L,1000,2022,0000100132,000002,2022,001,2022-01-27,2022-01-23,KR,160000,,P100003,H,EUR,-2100.36,-2100.36,USER008,
0L,1000,2022,0000100133,000001,2022,001,2022-01-25,2022-01-17,KR,740000,10000003,P100003,S,EUR,41335.51,41335.51,USER011,
0L,1000,2022,0000100133,000002,2022,001,2022-01-25,2022-01-17,KR,160000,,P100003,H,EUR,-41335.51,-41335.51,USER011,
0L,1000,2022,0000100134,000001,2022,001,2022-01-03,2021-12-27,KR,740000,10000003,P100003,S,EUR,11462.06,11462.06,USER003,
0L,1000,2022,0000100134,000002,2022,001,2022-01-03,2021-12-27,KR,160000,,P100003,H,EUR,-11462.06,-11462.06,USER003,
0L,1000,2022,0000100135,000001,2022,001,2022-01-11,2022-01-04,KR,740000,10000003,P100003,S,EUR,59904.31,59904.31,USER026,
0L,1000,2022,0000100135,000002,2022,001,2022-01-11,2022-01-04,KR,160000,,P100003,H,EUR,-59904.31,-59904.31,USER026,
0L,1000,2022,0000100136,000001,2022,001,2022-01-10,2022-01-04,KR,740000,10000003,P100003,S,EUR,830.8,830.8,USER026,
0L,1000,2022,0000100136,000002,2022,001,2022-01-10,2022-01-04,KR,160000,,P100003,H,EUR,-830.8,-830.8,USER026,
0L,1000,2022,0000100137,000001,2022,001,2022-01-14,2022-01-03,KR,740000,10000003,P100003,S,EUR,15226.02,15226.02,USER033,
0L,1000,2022,0000100137,000002,2022,001,2022-01-14,2022-01-03,KR,160000,,P100003,H,EUR,-15226.02,-15226.02,USER033,
0L,1000,2022,0000100138,000001,2022,001,2022-01-31,2022-01-20,KR,740000,10000003,P100003,S,EUR,58053.61,58053.61,USER007,
0L,1000,2022,0000100138,000002,2022,001,2022-01-31,2022-01-20,KR,160000,,P100003,H,EUR,-58053.61,-58053.61,USER007,
0L,1000,2022,0000100139,000001,2022,001,2022-01-03,2022-01-01,KR,750000,10000003,P100003,S,EUR,172980.69,172980.69,USER010,
0L,1000,2022,0000100139,000002,2022,001,2022-01-03,2022-01-01,KR,160000,,P100003,H,EUR,-172980.69,-172980.69,USER010,
0L,1000,2022,0000100140,000001,2022,001,2022-01-24,2022-01-13,KR,750000,10000003,P100003,S,EUR,26366.26,26366.26,USER037,
0L,1000,2022,0000100140,000002,2022,001,2022-01-24,2022-01-13,KR,160000,,P100003,H,EUR,-26366.26,-26366.26,USER037,
0L,1000,2022,0000100141,000001,2022,001,2022-01-27,2022-01-24,KR,750000,10000003,P100003,S,EUR,167273.08,167273.08,USER025,
0L,1000,2022,0000100141,000002,2022,001,2022-01-27,2022-01-24,KR,160000,,P100003,H,EUR,-167273.08,-167273.08,USER025,
0L,1000,2022,0000100142,000001,2022,001,2022-01-31,2022-01-29,AB,750000,10000003,P100003,S,EUR,5354.75,5354.75,USER004,
0L,1000,2022,0000100142,000002,2022,001,2022-01-31,2022-01-29,AB,490000,,P100003,H,EUR,-5354.75,-5354.75,USER004,
0L,1000,2022,0000100143,000001,2022,001,2022-01-06,2021-12-27,KR,750000,10000003,P100003,S,EUR,19800.38,19800.38,USER031,
0L,1000,2022,0000100143,000002,2022,001,2022-01-06,2021-12-27,KR,160000,,P100003,H,EUR,-19800.38,-19800.38,USER031,
0L,1000,2022,0000100144,000001,2022,001,2022-01-18,2022-01-17,AF,780000,10000003,P100003,S,EUR,3208.61,3208.61,USER031,
0L,1000,2022,0000100144,000002,2022,001,2022-01-18,2022-01-17,AF,199000,,P100003,H,EUR,-3208.61,-3208.61,USER031,
0L,1000,2022,0000100145,000001,2022,001,2022-01-27,2022-01-23,AF,780000,10000003,P100003,S,EUR,1844.21,1844.21,USER014,
0L,1000,2022,0000100145,000002,2022,001,2022-01-27,2022-01-23,AF,199000,,P100003,H,EUR,-1844.21,-1844.21,USER014,
0L,1000,2022,0000100146,000001,2022,001,2022-01-31,2022-01-31,AF,780000,10000003,P100003,S,EUR,47339.12,47339.12,USER010,
0L,1000,2022,0000100146,000002,2022,001,2022-01-31,2022-01-31,AF,199000,,P100003,H,EUR,-47339.12,-47339.12,USER010,
0L,1000,2022,0000100147,000001,2022,001,2022-01-12,2022-01-12,AF,780000,10000003,P100003,S,EUR,11163.49,11163.49,USER029,
0L,1000,2022,0000100147,000002,2022,001,2022-01-12,2022-01-12,AF,199000,,P100003,H,EUR,-11163.49,-11163.49,USER029,
0L,1000,2022,0000100148,000001,2022,001,2022-01-05,2021-12-31,AF,780000,10000003,P100003,S,EUR,3431.34,3431.34,USER031,
0L,1000,2022,0000100148,000002,2022,001,2022-01-05,2021-12-31,AF,199000,,P100003,H,EUR,-3431.34,-3431.34,USER031,
0L,1000,2022,0000100149,000001,2022,001,2022-01-24,2022-01-18,AF,780000,10000003,P100003,S,EUR,33580.96,33580.96,USER038,
0L,1000,2022,0000100149,000002,2022,001,2022-01-24,2022-01-18,AF,199000,,P100003,H,EUR,-33580.96,-33580.96,USER038,
0L,1000,2022,0000100150,000001,2022,001,2022-01-23,2022-01-14,AF,780000,10000003,P100003,S,EUR,72148.19,72148.19,USER006,
0L,1000,2022,0000100150,000002,2022,001,2022-01-23,2022-01-14,AF,199000,,P100003,H,EUR,-72148.19,-72148.19,USER006,
0L,1000,2022,0000100151,000001,2022,001,2022-01-11,2022-01-10,AF,780000,10000003,P100003,S,EUR,65988.21,65988.21,USER035,
0L,1000,2022,0000100151,000002,2022,001,2022-01-11,2022-01-10,AF,199000,,P100003,H,EUR,-65988.21,-65988.21,USER035,
0L,1000,2022,0000100152,000001,2022,001,2022-01-21,2022-01-18,AF,780000,10000003,P100003,S,EUR,5131.75,5131.75,USER030,
0L,1000,2022,0000100152,000002,2022,001,2022-01-21,2022-01-18,AF,199000,,P100003,H,EUR,-5131.75,-5131.75,USER030,
0L,1000,2022,0000100153,000001,2022,001,2022-01-21,2022-01-13,SA,600000,10000004,P100004,S,EUR,346438.21,346438.21,USER038,
0L,1000,2022,0000100153,000002,2022,001,2022-01-21,2022-01-13,SA,170000,,P100004,H,EUR,-346438.21,-346438.21,USER038,
0L,1000,2022,0000100154,000001,2022,001,2022-01-31,2022-01-26,SA,600000,10000004,P100004,S,EUR,135362.45,135362.45,USER004,
0L,1000,2022,0000100154,000002,2022,001,2022-01-31,2022-01-26,SA,170000,,P100004,H,EUR,-135362.45,-135362.45,USER004,
0L,1000,2022,0000100155,000001,2022,001,2022-01-07,2021-12-28,SA,600000,10000004,P100004,S,EUR,851685.46,851685.46,USER025,
0L,1000,2022,0000100155,000002,2022,001,2022-01-07,2021-12-28,SA,170000,,P100004,H,EUR,-851685.46,-851685.46,USER025,
0L,1000,2022,0000100156,000001,2022,001,2022-01-10,2022-01-04,SA,600000,10000004,P100004,S,EUR,335536.28,335536.28,USER003,
0L,1000,2022,0000100156,000002,2022,001,2022-01-10,2022-01-04,SA,170000,,P100004,H,EUR,-335536.28,-335536.28,USER003,
0L,1000,2022,0000100157,000001,2022,001,2022-01-20,2022-01-10,SA,620000,10000004,P100004,S,EUR,10265.69,10265.69,USER024,
0L,1000,2022,0000100157,000002,2022,001,2022-01-20,2022-01-10,SA,170000,,P100004,H,EUR,-10265.69,-10265.69,USER024,
0L,1000,2022,0000100158,000001,2022,001,2022-01-31,2022-01-29,SA,620000,10000004,P100004,S,EUR,11481.7,11481.7,USER031,
0L,1000,2022,0000100158,000002,2022,001,2022-01-31,2022-01-29,SA,170000,,P100004,H,EUR,-11481.7,-11481.7,USER031,
0L,1000,2022,0000100159,000001,2022,001,2022-01-12,2022-01-10,SA,620000,10000004,P100004,S,EUR,17218.68,17218.68,USER030,
0L,1000,2022,0000100159,000002,2022,001,2022-01-12,2022-01-10,SA,170000,,P100004,H,EUR,-17218.68,-17218.68,USER030,
0L,1000,2022,0000100160,000001,2022,001,2022-01-11,2022-01-01,SA,620000,10000004,P100004,S,EUR,75859.33,75859.33,USER020,
0L,1000,2022,0000100160,000002,2022,001,2022-01-11,2022-01-01,SA,170000,,P100004,H,EUR,-75859.33,-75859.33,USER020,
0L,1000,2022,0000100161,000001,2022,001,2022-01-17,2022-01-10,SA,620000,10000004,P100004,S,EUR,19292.68,19292.68,USER029,
0L,1000,2022,0000100161,000002,2022,001,2022-01-17,2022-01-10,SA,170000,,P100004,H,EUR,-19292.68,-19292.68,USER029,
0L,1000,2022,0000100162,000001,2022,001,2022-01-31,2022-01-21,SA,620000,10000004,P100004,S,EUR,22514.43,22514.43,USER023,
0L,1000,2022,0000100162,000002,2022,001,2022-01-31,2022-01-21,SA,170000,,P100004,H,EUR,-22514.43,-22514.43,USER023,
0L,1000,2022,0000100163,000001,2022,001,2022-01-31,2022-01-28,SA,620000,10000004,P100004,S,EUR,81281.06,81281.06,USER008,
0L,1000,2022,0000100163,000002,2022,001,2022-01-31,2022-01-28,SA,170000,,P100004,H,EUR,-81281.06,-81281.06,USER008,
0L,1000,2022,0000100164,000001,2022,001,2022-01-06,2022-01-02,SA,620000,10000004,P100004,S,EUR,2664.49,2664.49,USER003,
0L,1000,2022,0000100164,000002,2022,001,2022-01-06,2022-01-02,SA,170000,,P100004,H,EUR,-2664.49,-2664.49,USER003,
0L,1000,2022,0000100165,000001,2022,001,2022-01-26,2022-01-18,KR,740000,10000004,P100004,S,EUR,2006.73,2006.73,USER019,
0L,1000,2022,0000100165,000002,2022,001,2022-01-26,2022-01-18,KR,160000,,P100004,H,EUR,-2006.73,-2006.73,USER019,
0L,1000,2022,0000100166,000001,2022,001,2022-01-31,2022-01-26,KR,740000,10000004,P100004,S,EUR,39678.08,39678.08,USER016,
0L,1000,2022,0000100166,000002,2022,001,2022-01-31,2022-01-26,KR,160000,,P100004,H,EUR,-39678.08,-39678.08,USER016,
0L,1000,2022,0000100167,000001,2022,001,2022-01-03,2022-01-02,KR,740000,10000004,P100004,S,EUR,127665.44,127665.44,USER008,
0L,1000,2022,0000100167,000002,2022,001,2022-01-03,2022-01-02,KR,160000,,P100004,H,EUR,-127665.44,-127665.44,USER008,
0L,1000,2022,0000100168,000001,2022,001,2022-01-24,2022-01-22,KR,740000,10000004,P100004,S,EUR,2382.73,2382.73,USER032,
0L,1000,2022,0000100168,000002,2022,001,2022-01-24,2022-01-22,KR,160000,,P100004,H,EUR,-2382.73,-2382.73,USER032,
0L,1000,2022,0000100169,000001,2022,001,2022-01-10,2022-01-05,KR,740000,10000004,P100004,S,EUR,59231.57,59231.57,USER015,
0L,1000,2022,0000100169,000002,2022,001,2022-01-10,2022-01-05,KR,160000,,P100004,H,EUR,-59231.57,-59231.57,USER015,
0L,1000,2022,0000100170,000001,2022,001,2022-01-05,2021-12-26,KR,700000,10000004,P100004,S,EUR,18364.36,18364.36,USER029,
0L,1000,2022,0000100170,000002,2022,001,2022-01-05,2021-12-26,KR,160000,,P100004,H,EUR,-18364.36,-18364.36,USER029,
0L,1000,2022,0000100171,000001,2022,001,2022-01-06,2022-01-02,KR,700000,10000004,P100004,S,EUR,5826.26,5826.26,USER038,
0L,1000,2022,0000100171,000002,2022,001,2022-01-06,2022-01-02,KR,160000,,P100004,H,EUR,-5826.26,-5826.26,USER038,
0L,1000,2022,0000100172,000001,2022,001,2022-01-02,2021-12-31,KR,700000,10000004,P100004,S,EUR,2075.36,2075.36,USER031,
0L,1000,2022,0000100172,000002,2022,001,2022-01-02,2021-12-31,KR,160000,,P100004,H,EUR,-2075.36,-2075.36,USER031,
0L,1000,2022,0000100173,000001,2022,001,2022-01-26,2022-01-21,KR,700000,10000004,P100004,S,EUR,14084.28,14084.28,USER025,
0L,1000,2022,0000100173,000002,2022,001,2022-01-26,2022-01-21,KR,160000,,P100004,H,EUR,-14084.28,-14084.28,USER025,
0L,1000,2022,0000100174,000001,2022,001,2022-01-31,2022-01-23,KR,700000,10000004,P100004,S,EUR,4495.1,4495.1,USER039,
0L,1000,2022,0000100174,000002,2022,001,2022-01-31,2022-01-23,KR,160000,,P100004,H,EUR,-4495.1,-4495.1,USER039,
0L,1000,2022,0000100175,000001,2022,001,2022-01-24,2022-01-20,KR,700000,10000004,P100004,S,EUR,34410.67,34410.67,USER003,
0L,1000,2022,0000100175,000002,2022,001,2022-01-24,2022-01-20,KR,160000,,P100004,H,EUR,-34410.67,-34410.67,USER003,
0L,1000,2022,0000100176,000001,2022,001,2022-01-05,2022-01-05,KR,700000,10000004,P100004,S,EUR,10400.73,10400.73,USER006,
0L,1000,2022,0000100176,000002,2022,001,2022-01-05,2022-01-05,KR,160000,,P100004,H,EUR,-10400.73,-10400.73,USER006,
0L,1000,2022,0000100177,000001,2022,001,2022-01-31,2022-01-29,KR,700000,10000004,P100004,S,EUR,674.11,674.11,USER006,
0L,1000,2022,0000100177,000002,2022,001,2022-01-31,2022-01-29,KR,160000,,P100004,H,EUR,-674.11,-674.11,USER006,
0L,1000,2022,0000100178,000001,2022,001,2022-01-31,2022-01-24,KR,700000,10000004,P100004,S,EUR,4108.96,4108.96,USER011,
0L,1000,2022,0000100178,000002,2022,001,2022-01-31,2022-01-24,KR,160000,,P100004,H,EUR,-4108.96,-4108.96,USER011,
0L,1000,2022,0000100179,000001,2022,001,2022-01-18,2022-01-13,KR,700000,10000004,P100004,S,EUR,2243.58,2243.58,USER010,
0L,1000,2022,0000100179,000002,2022,001,2022-01-18,2022-01-13,KR,160000,,P100004,H,EUR,-2243.58,-2243.58,USER010,
0L,1000,2022,0000100180,000001,2022,001,2022-01-05,2021-12-27,KR,700000,10000004,P100004,S,EUR,10.23,10.23,USER002,
0L,1000,2022,0000100180,000002,2022,001,2022-01-05,2021-12-27,KR,160000,,P100004,H,EUR,-10.23,-10.23,USER002,
0L,1000,2022,0000100181,000001,2022,001,2022-01-24,2022-01-19,AF,780000,10000004,P100004,S,EUR,140379.09,140379.09,USER027,
0L,1000,2022,0000100181,000002,2022,001,2022-01-24,2022-01-19,AF,199000,,P100004,H,EUR,-140379.09,-140379.09,USER027,
0L,1000,2022,0000100182,000001,2022,001,2022-01-19,2022-01-09,AF,780000,10000004,P100004,S,EUR,1908.64,1908.64,USER020,
0L,1000,2022,0000100182,000002,2022,001,2022-01-19,2022-01-09,AF,199000,,P100004,H,EUR,-1908.64,-1908.64,USER020,
0L,1000,2022,0000100183,000001,2022,001,2022-01-27,2022-01-23,AF,780000,10000004,P100004,S,EUR,87839.86,87839.86,USER030,
0L,1000,2022,0000100183,000002,2022,001,2022-01-27,2022-01-23,AF,199000,,P100004,H,EUR,-87839.86,-87839.86,USER030,
0L,1000,2022,0000100184,000001,2022,001,2022-01-14,2022-01-08,AF,780000,10000004,P100004,S,EUR,58898.2,58898.2,USER016,
0L,1000,2022,0000100184,000002,2022,001,2022-01-14,2022-01-08,AF,199000,,P100004,H,EUR,-58898.2,-58898.2,USER016,
0L,1000,2022,0000100185,000001,2022,001,2022-01-06,2022-01-01,AF,780000,10000004,P100004,S,EUR,293.96,293.96,USER021,
0L,1000,2022,0000100185,000002,2022,001,2022-01-06,2022-01-01,AF,199000,,P100004,H,EUR,-293.96,-293.96,USER021,
0L,1000,2022,0000100186,000001,2022,001,2022-01-31,2022-01-30,AF,780000,10000004,P100004,S,EUR,46910.78,46910.78,USER003,
0L,1000,2022,0000100186,000002,2022,001,2022-01-31,2022-01-30,AF,199000,,P100004,H,EUR,-46910.78,-46910.78,USER003,
0L,1000,2022,0000100187,000001,2022,001,2022-01-31,2022-01-24,AF,780000,10000004,P100004,S,EUR,111035.02,111035.02,USER007,
0L,1000,2022,0000100187,000002,2022,001,2022-01-31,2022-01-24,AF,199000,,P100004,H,EUR,-111035.02,-111035.02,USER007,
0L,1000,2022,0000100188,000001,2022,001,2022-01-13,2022-01-07,AF,780000,10000004,P100004,S,EUR,36552.7,36552.7,USER031,
0L,1000,2022,0000100188,000002,2022,001,2022-01-13,2022-01-07,AF,199000,,P100004,H,EUR,-36552.7,-36552.7,USER031,
0L,1000,2022,0000100189,000001,2022,001,2022-01-04,2021-12-28,DR,400000,10000005,P100001,H,EUR,-508415.54,-508415.54,USER022,
0L,1000,2022,0000100189,000002,2022,001,2022-01-04,2021-12-28,DR,140000,,P100001,S,EUR,508415.54,508415.54,USER022,
